Event.Id,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Event.Year
20210309102733,Accident,2021-02-25,"Tulsa, OK",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,EC130,No,1.0,Turbo Shaft,135,NSCH,,Air Methods Corporation,0.0,0.0,0.0,3.0,VMC,,"The pilots improper decision to approach the airport and enter a low altitude hover with a gusting quartering tailwind, which resulted in a loss of tail rotor effectiveness during a turn at a low altitude.",2021.0
20210302102690,Accident,2021-02-26,"Kaufman, TX",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369,No,1.0,Turbo Shaft,091,NSCH,Aerial Observation,,0.0,0.0,0.0,4.0,VMC,,The pilots failure to maintain clearance from a power line during low-level maneuvering. ,2021.0
20210311102747,Accident,2021-02-26,"Dunn, TX",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,,091,,Other Work Use,Top Gun Precision Ag LLC,0.0,0.0,0.0,3.0,VMC,,,2021.0
20210303102699,Accident,2021-02-27,"Bollena, Italy",Italy,Fatal,Substantial,Helicopter,ROBINSON,R22,Yes,1.0,,UNK,,,,1.0,0.0,1.0,0.0,,,,2021.0
20210311102742,Accident,2021-03-01,"Fort Benning, GA",United States,Non-Fatal,Substantial,Helicopter,BELL,APT70,No,4.0,,PUBU,NSCH,,Bell Helicopter Textron,0.0,0.0,0.0,0.0,VMC,,,2021.0
20210303102702,Accident,2021-03-03,"Kodiak, AK",United States,Fatal,Unknown,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,,091,,Personal,,1.0,0.0,0.0,0.0,Unk,,,2021.0
20210423102971,Accident,2021-03-05,"Bowen Island, Canada",Canada,Non-Fatal,Substantial,Helicopter,BELL,212,No,,,UNK,,,,0.0,2.0,0.0,0.0,,,,2021.0
20210311102745,Accident,2021-03-09,"Duson, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,Turbo Shaft,091,,Personal,TRINITY PAUL AIR LLC,0.0,0.0,0.0,1.0,VMC,,"The uncertified pilots failure to maintain control of the helicopter when encountering a wind gust while hovering to land.

",2021.0
20210315102756,Accident,2021-03-13,"Laton, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,206B,No,1.0,Turbo Shaft,137,,Aerial Application,TRINKLE AG FLYING,0.0,1.0,0.0,0.0,VMC,,The pilots failure to maintain clearance from powerlines during low-altitude maneuvering.  ,2021.0
20210316102759,Accident,2021-03-13,"Rosh Pinna, Israel",Israel,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,UNK,,,,0.0,4.0,0.0,0.0,,,,2021.0
20210316102763,Accident,2021-03-16,"Lucerne Valley, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,Turbo Shaft,091,,Personal,Redlands Heliflight LLC,0.0,2.0,0.0,0.0,VMC,,"The pilot's failure to maintain aircraft control while maneuvering with a tailwind, resulting in the helicopter spinning and colliding with terrain.",2021.0
20210319102788,Accident,2021-03-17,"Leksand, OF",Sweden,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,NUSN,,,,1.0,0.0,2.0,0.0,,,,2021.0
20210322102795,Accident,2021-03-19,"XIa Men City, China",China,Fatal,Unknown,Helicopter,BELL,206,No,,,UNK,,,,4.0,0.0,0.0,0.0,,,,2021.0
20210326102806,Accident,2021-03-25,"Lake City, KS",United States,Non-Fatal,Substantial,Helicopter,HUGHES,369D,No,1.0,Turbo Shaft,133,NSCH,External Load,English Air Service LLC,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain clearance from power lines during power line maintenance. ,2021.0
20210401102855,Accident,2021-03-26,"Dustin, OK",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,NSCH,Aerial Observation,Brush Popper Aviation LLC,0.0,2.0,2.0,0.0,VMC,,,2021.0
20210329102827,Accident,2021-03-27,"Pottsboro, TX",United States,Non-Fatal,Substantial,Helicopter,BELL,OH-58,No,1.0,Turbo Shaft,091,,Personal,,0.0,1.0,0.0,1.0,VMC,,"The pilot failure to maintain directional control of the helicopter when it encountered an unanticipated wind allowing it to drift into a fence and subsequently roll over and impact terrain. 

",2021.0
20210328102813,Accident,2021-03-28,"Palmer, AK",United States,Fatal,Destroyed,Helicopter,AIRBUS HELICOPTERS,AS350-B3,No,1.0,,135,NSCH,Other Work Use,Soloy Helicopters LLC,5.0,0.0,1.0,0.0,VMC,,,2021.0
20210404102861,Accident,2021-04-03,"Palmyra, PA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,,2021.0
20210406102879,Accident,2021-04-05,"Johnson, KS",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,,091,,Personal,SEGER ROBERT E,0.0,0.0,0.0,2.0,VMC,,,2021.0
20210410102902,Accident,2021-04-09,"LeRoy, KS",United States,Non-Fatal,Substantial,Helicopter,EUROCOPTER,EC120,No,1.0,,091,,Personal,"Black Wolf Air, LLC",0.0,0.0,0.0,2.0,VMC,,,2021.0
20210415102916,Accident,2021-04-09,"Region de Los Lagos, Chile",Chile,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,,NUSC,,,,0.0,0.0,0.0,5.0,,,,2021.0
20210423102968,Accident,2021-04-23,"Forkston, PA",United States,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,,091,,Personal,KANSARA SANJAY,1.0,0.0,0.0,0.0,Unk,,,2021.0
20210426102976,Accident,2021-04-23,"Nuevo Laredo, Mexico",Mexico,Fatal,Substantial,Helicopter,AGUSTA SPA,A119,No,1.0,,NUSN,,,,1.0,0.0,0.0,0.0,,,,2021.0
20210428102994,Accident,2021-04-28,"Eden, NC",United States,Fatal,Destroyed,Helicopter,BELL HELICOPTER TEXTRON CANADA,429,No,2.0,,091,,Aerial Observation,DUKE ENERGY BUSINESS SERVICES LLC,1.0,0.0,2.0,0.0,VMC,,,2021.0
20210502103009,Accident,2021-05-02,"Wingate, NC",United States,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,,137,,Aerial Application,KRITTER CROPDUSTING INC,1.0,0.0,0.0,0.0,VMC,,,2021.0
20210504103024,Accident,2021-05-02,"Rio Bravo, Guatemala",Guatemala,Fatal,Substantial,Helicopter,BELL,206,No,,,NUSC,,,,4.0,0.0,1.0,0.0,,,,2021.0
20210507103047,Accident,2021-05-02,"Rayon, Mexico",Mexico,Non-Fatal,Substantial,Helicopter,PRECISION HELICOPTERS LLC,UH-1H,No,1.0,,UNK,,,,0.0,0.0,0.0,1.0,,,,2021.0
20210507103048,Accident,2021-05-03,"Durban, OF",South Africa,Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,NUSN,,,,2.0,0.0,0.0,0.0,,,,2021.0
20210506103042,Accident,2021-05-05,"Mesa, AZ",United States,Non-Fatal,Substantial,Helicopter,MD HELICOPTERS INC,369FF,No,2.0,Turbo Shaft,091,,Instructional,MD HELICOPTERS INC,0.0,0.0,0.0,2.0,VMC,,A tail rotor blade strike to an undetermined object while practicing approaches to unimproved terrain. ,2021.0
20210518103104,Accident,2021-05-06,"Young Harris, GA",United States,Non-Fatal,Minor,Helicopter,DJI,MATRICE,No,4.0,,107,,Other Work Use,,0.0,0.0,1.0,0.0,VMC,,,2021.0
20210507103046,Accident,2021-05-06,"Palm Gardens, NV",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELI CO,369FF,No,1.0,Turbo Shaft,133,,External Load,Summit Helicopter Inc.,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain helicopter control during an encounter with a dust devil shortly after takeoff.  ,2021.0
20210512103075,Accident,2021-05-07,"Estepona, Spain",Spain,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,,,NUSN,,,,1.0,0.0,0.0,0.0,,,,2021.0
20210527103153,Accident,2021-05-08,"Belo Horizonte, Brazil",Brazil,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,,NUSC,,,Helic Air Taxi Aereo E Servico Aereo Especializado,0.0,0.0,0.0,4.0,,,,2021.0
20210510103058,Accident,2021-05-09,"Palmer, AK",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28F,No,1.0,,091,,Other Work Use,TALAHEIM AIR SERVICE LLC,0.0,0.0,0.0,3.0,VMC,,,2021.0
20210511103066,Accident,2021-05-10,"Norris City, IL",United States,Non-Fatal,Substantial,Helicopter,RICHARDS HEAVYLIFT HELO INC,UH-1H,No,1.0,Turbo Shaft,137,,Aerial Application,KASH HELICOPTER SERVICES LLC,0.0,0.0,0.0,1.0,VMC,,"The pilots improper positioning of the helicopter on the landing pad, and his failure to monitor and control the helicopter as fuel and chemical product were loaded, which led to the helicopter tipping and sliding off the landing pad, and subsequently impacting the ground.

",2021.0
20210513103077,Accident,2021-05-12,"Yukon, OK",United States,Non-Fatal,Destroyed,Helicopter,AEROSPATIALE,AS350 B2 ECUREUIL,No,1.0,,PUBU,,Instructional,Customs and Border Protection,0.0,2.0,0.0,0.0,VMC,,,2021.0
20210519103109,Accident,2021-05-17,"Dvina Bay, Russia",Russia,Fatal,Destroyed,Helicopter,ROBINSON,R66,No,,,NUSN,,,,2.0,2.0,0.0,0.0,,,,2021.0
20210519103107,Accident,2021-05-18,"Ulysses, KS",United States,Fatal,Substantial,Helicopter,BELL,OH58A,No,1.0,,137,,,TRI ROTOR SPRAY & CHEMICAL,1.0,0.0,0.0,0.0,VMC,,,2021.0
20210526103146,Accident,2021-05-25,"Leesburg, FL",United States,Fatal,Destroyed,Helicopter,BHI H60 HELICOPTERS LLC,UH-60A,No,2.0,,091,,Flight Test,BRAINERD HELICOPTERS INC,4.0,0.0,0.0,0.0,VMC,,,2021.0
20210603103200,Accident,2021-05-26,"Hay South, OF",Australia,Fatal,Substantial,Helicopter,ROBINSON,R22,No,,,UNK,,,,1.0,0.0,0.0,0.0,,,,2021.0
20210614103261,Accident,2021-05-30,"Siaya County, Kenya",Kenya,Non-Fatal,Substantial,Helicopter,BELL,407,No,,,NUSN,,,,0.0,0.0,0.0,2.0,,,,2021.0
20210607103220,Accident,2021-06-03,"Monroe, LA",United States,Non-Fatal,Substantial,Helicopter,SCHWEIZER(HUGHES)AIRCRAFT CORP,TH55A/269A,No,1.0,Reciprocating,091,,Personal,CMG Helicopters,0.0,0.0,0.0,2.0,VMC,,The pilots failure to maintain yaw control during landing which resulted in a loss of tail rotor effectiveness.,2021.0
20210622103308,Accident,2021-06-10,"Reserve, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Personal,State Machinery & Equipment Acquisition LLC,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210620103293,Accident,2021-06-12,"Auckland, OF",New Zealand,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,NUSN,,,,0.0,0.0,4.0,0.0,,,,2021.0
20210615103264,Accident,2021-06-14,"Sylva, NC",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Instructional,Tunica Helicopters,0.0,0.0,0.0,3.0,VMC,,,2021.0
20210622103312,Accident,2021-06-15,"Townsend, MT",United States,Non-Fatal,Destroyed,Helicopter,BELL,UH-1H,No,1.0,Turbo Shaft,PUBU,,,USDA FOREST SERVICE FEPP,0.0,0.0,0.0,5.0,VMC,,"The pilots failure to maintain helicopter control after an encounter with settling with power during approach at an altitude that was too low for recovery, which resulted in a hard landing.",2021.0
20210617103285,Accident,2021-06-16,"Collinsville, TX",United States,Non-Fatal,Substantial,Helicopter,SCOTT VALDEZ,CAVALON,No,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,2021.0
20210621103307,Accident,2021-06-17,"Eidanger, Norway",Norway,Fatal,Substantial,Helicopter,ROBINSON,R44,No,1.0,,129,,,Private,1.0,0.0,0.0,0.0,,,,2021.0
20210621103303,Accident,2021-06-18,"SWAN LAKE, NY",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,1.0,,133,,External Load,Haverfield International,0.0,0.0,2.0,0.0,VMC,,,2021.0
20210622103315,Accident,2021-06-22,"Tampa, FL",United States,Non-Fatal,Substantial,Helicopter,BELL,407,No,1.0,Turbo Shaft,091,,Instructional,CITY OF TAMPA,0.0,0.0,0.0,2.0,VMC,,The pilots improper landing flare while making a power off practice autorotative landing. Contributing was the decreased visual cues provided by the recently paved runway during the night landing conducted with the aid of night vision goggles.,2021.0
20210626103346,Accident,2021-06-25,"Alpine, AL",United States,Fatal,Substantial,Helicopter,GARLICK HELICOPTERS INC,OH-58A+,No,1.0,,137,,Aerial Application,EWING FLYING SERVICE LLC,1.0,0.0,0.0,0.0,VMC,,,2021.0
20210802103603,Accident,2021-06-26,"Lostallo, Eswatini",Eswatini,Non-Fatal,Substantial,Helicopter,CABRI,G2,No,,,UNK,,,,0.0,0.0,0.0,2.0,,,,2021.0
20210627103349,Accident,2021-06-27,"Waxhaw, NC",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,,137,,Aerial Application,CHOPPER AG SERVICES LLC,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210630103388,Accident,2021-06-27,"Yalta, Russia",Russia,Non-Fatal,Substantial,Helicopter,ROBINSON,R44,No,,,UNK,,,,0.0,0.0,0.0,1.0,,,,2021.0
20210629103367,Accident,2021-06-28,"Brasstown, NC",United States,Non-Fatal,Substantial,Helicopter,BELL,47G-2A-1,No,1.0,,091,,Personal,,0.0,1.0,0.0,0.0,VMC,,,2021.0
20210629103372,Accident,2021-06-29,"Lakeside, OR",United States,Non-Fatal,Substantial,Helicopter,SILVERLIGHT AVIATION,AR-1,No,1.0,Reciprocating,091,,Aerial Observation,CHAPLAINS OF INDUSTRY,0.0,0.0,0.0,1.0,VMC,,"The pilots inadequate decision to continue the takeoff after sufficient airspeed was not attained and his failure to maintain aircraft control while maneuvering to avoid obstructions, which resulted in a collision with the ground.  ",2021.0
20210629103375,Accident,2021-06-29,"Rome, NY",United States,Non-Fatal,Substantial,Helicopter,BELL,206,No,1.0,,091,,Instructional,Aviation Services Unlimited LLC,0.0,3.0,0.0,0.0,VMC,,,2021.0
20210630103387,Accident,2021-06-29,"Evansburg, Canada",Canada,Fatal,Destroyed,Helicopter,BELL,212,No,,,NUSC,,,Yellowhead Helicopters,1.0,0.0,0.0,0.0,,,,2021.0
20210707103432,Accident,2021-07-06,"Mikolajki, Poland",Poland,Non-Fatal,Unknown,Helicopter,ROBINSON,R44,No,,,NUSN,,,,0.0,0.0,3.0,0.0,,,,2021.0
20210713103465,Accident,2021-07-07,"Weed, CA",United States,Non-Fatal,Substantial,Helicopter,BELL,212,No,2.0,,133,SCHD,Firefighting,ROGERS HELICOPTERS INC,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210920103916,Accident,2021-07-09,"Berlin, IL",United States,Non-Fatal,Substantial,Helicopter,BELL,206L-3,No,1.0,Turbo Shaft,137,,Aerial Application,The Heli Team,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to maintain control of the helicopter with a stuck skid, which resulted in a dynamic rollover.",2021.0
20210716103493,Accident,2021-07-16,"Lewisburg, KY",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,137,,Aerial Application,Tomkat Aviation LLC,0.0,1.0,1.0,0.0,VMC,,,2021.0
20210719103513,Accident,2021-07-19,"Elgin, MN",United States,Fatal,Destroyed,Helicopter,ROBINSON,R44,No,1.0,,137,,Aerial Application,Skyhawk Aviation,1.0,0.0,0.0,0.0,VMC,,,2021.0
20210721103522,Accident,2021-07-19,"Point Harbor, NC",United States,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,Unk,,,2021.0
20210727103560,Accident,2021-07-20,"West Liberty, IA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,,,,2021.0
20210727103563,Accident,2021-07-20,"Soehanah, South China Sea,, Indonesia",Indonesia,Non-Fatal,Substantial,Helicopter,SIKORSKY,S76,No,,,NUSN,,,,0.0,0.0,0.0,7.0,,,,2021.0
20210927103963,Accident,2021-07-20,"Mineral Point, WI",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,,137,,Aerial Application,MF HELICOPTERS LLC,0.0,0.0,0.0,1.0,,,,2021.0
20210728103577,Accident,2021-07-28,"Mountain Home, ID",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F-28A,No,1.0,Reciprocating,091,,Personal,"HOLMES, ROBERT THEODORE",0.0,0.0,0.0,1.0,VMC,,"The pilot's improper fuel planning and improper in-flight decision-making, which resulted in a total loss of engine power due to fuel exhaustion and a subsequent hard landing on uneven terrain.   ",2021.0
20210731103595,Accident,2021-07-30,"Colchester, VT",United States,Non-Fatal,Destroyed,Helicopter,ENSTROM,280FX,No,1.0,,091,,Business,BETA AIR LLC,0.0,0.0,1.0,0.0,VMC,,,2021.0
20210802103606,Accident,2021-07-30,"Merry, NE",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,,137,,,,0.0,0.0,1.0,0.0,,,,2021.0
20210803103612,Accident,2021-07-30,"Policka, Czech Republic",Czech Republic,Non-Fatal,Unknown,Helicopter,BELL,206,No,,,NUSN,,,Icarus Aviation Group,0.0,0.0,0.0,4.0,,,,2021.0
20210802103607,Accident,2021-07-31,"Randolph, WI",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,137,,Aerial Application,MF HELICOPTERS LLC,0.0,0.0,1.0,0.0,,,,2021.0
20210801103602,Accident,2021-08-01,"Colusa, CA",United States,Fatal,Destroyed,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,,091,,Personal,,4.0,0.0,0.0,0.0,VMC,,,2021.0
20210804103624,Accident,2021-08-04,"Waukon, IA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R44,No,1.0,Reciprocating,137,NSCH,Aerial Application,Rotors LLC,0.0,1.0,0.0,0.0,VMC,,The pilots failure to maintain adequate clearance from a powerline during an agricultural application pass.,2021.0
20210805103633,Accident,2021-08-04,"Corydon, IN",United States,Non-Fatal,Substantial,Helicopter,BELL,206B,No,1.0,,137,,,Southmark Aviation,0.0,0.0,1.0,0.0,,,,2021.0
20210808103652,Accident,2021-08-07,"Argyle, NY",United States,Fatal,Destroyed,Helicopter,ROTORWAY,EXEC 162F,Yes,1.0,,091,,Personal,,2.0,0.0,0.0,0.0,VMC,,,2021.0
20210811103682,Accident,2021-08-11,"Wheeling, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Personal,Crown Point Helicopter LLC,0.0,1.0,0.0,0.0,VMC,,,2021.0
20210816103702,Accident,2021-08-14,"West Jordan, UT",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,,091,,Instructional,UTAH HELICOPTER LLC,0.0,1.0,1.0,0.0,VMC,,,2021.0
20210819103728,Accident,2021-08-18,"Lindale, GA",United States,Non-Fatal,Substantial,Helicopter,ROTORWAY,EXEC 162,Yes,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210823103738,Accident,2021-08-18,"Livingston, TN",United States,Non-Fatal,Substantial,Helicopter,HUMMER,260L,Yes,1.0,,091,,Personal,,0.0,0.0,0.0,2.0,VMC,,,2021.0
20210907103806,Accident,2021-08-19,"Archerfield, Australia",Australia,Non-Fatal,Unknown,Helicopter,EUROCOPTER,BO105,No,,,NUSN,,,,0.0,0.0,0.0,3.0,,,,2021.0
20210825103751,Accident,2021-08-20,"New Roads, LA",United States,Non-Fatal,Unknown,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,A loss of engine power for reasons that could not be determined due to a lack of available evidence. ,2021.0
20210821103735,Accident,2021-08-21,"Gonzales, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,,,,2021.0
20210826103759,Accident,2021-08-21,"Port Orange, FL",United States,Non-Fatal,Substantial,Helicopter,ENSTROM HELICOPTER CORP,280C,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,,2021.0
20211006104054,Accident,2021-08-25,"Llanfachreth, OF",United Kingdom,Non-Fatal,Substantial,Helicopter,ENSTROM,280FX,No,,,NUSC,,,,0.0,0.0,0.0,1.0,,,,2021.0
20210830103773,Accident,2021-08-27,"Arnaudville, LA",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,,091,,Positioning,1 ACADIANA HELICOPTERS COMPANY LLC,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210901103789,Accident,2021-08-27,"Glide, OR",United States,Non-Fatal,Substantial,Helicopter,BELL HELICOPTER TEXTRON,206L-1,No,1.0,,137,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,,,2021.0
20210913103849,Accident,2021-08-28,"Camp Verde, AZ",United States,Non-Fatal,Unknown,Helicopter,ROBINSON,R44,No,,,091,,Public Aircraft - Local,YAVAPAI COUNTY,0.0,0.0,0.0,3.0,,,,2021.0
20210831103782,Accident,2021-08-30,"Pelican, AK",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,133,,External Load,HELICOPTER AIR ALASKA LLC,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210831103783,Accident,2021-08-31,"Pelican, AK",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER COMPANY,R44 II,No,1.0,,091,,Positioning,Helicopter Air Alaska LLC,0.0,0.0,0.0,1.0,VMC,,,2021.0
20210907103817,Accident,2021-09-07,"Delta Junction, AK",United States,Non-Fatal,Substantial,Helicopter,MCDONNELL DOUGLAS HELICOPTER,369E,No,1.0,,135,NSCH,,AURORA AVIATION SERVICES INC,0.0,0.0,0.0,2.0,VMC,,,2021.0
20210909103825,Accident,2021-09-08,"Tillamook, OR",United States,Non-Fatal,Substantial,Helicopter,BELL,206L-3,No,1.0,Turbo Shaft,137,,Aerial Application,WILBUR-ELLIS COMPANY LLC,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain clearance from a powerline during a low reconnaissance, with sun glare. ",2021.0
20210915103863,Accident,2021-09-08,"Toughkenamon, PA",United States,Non-Fatal,Substantial,Helicopter,ENSTROM,F28,No,1.0,,091,,Personal,,0.0,0.0,0.0,1.0,,,,2021.0
20210910103836,Accident,2021-09-10,"Mentone, TX",United States,Fatal,Substantial,Helicopter,ROBINSON HELICOPTER,R22 BETA,No,1.0,,091,NSCH,Aerial Observation,Concho Aviation LLC,1.0,0.0,0.0,0.0,VMC,,,2021.0
20210917103899,Accident,2021-09-14,"Hope Bay, Canada, Canada",Canada,Fatal,Unknown,Helicopter,BELL,206,No,,,NUSN,,,,0.0,0.0,0.0,1.0,,,,2021.0
20210916103884,Accident,2021-09-15,"Reynoldsville, IL",United States,Non-Fatal,Substantial,Helicopter,ROBINSON HELICOPTER CO,R66,No,1.0,,137,,Aerial Application,,0.0,0.0,0.0,1.0,,,,2021.0
